ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDBof1UBG,2017-01-16 14:22:04,7930294,704252,87895,61940782,a,Mozilla,Desktop,0
IDgwuWGgo,2017-01-15 14:38:11,6398825,558461,68847,90962935,d,,Mobile,0
IDWmWuhMV,2017-01-13 12:50:56,6034784,940545,17714,74363610,f,Edge,,0
IDl32iFMi,2017-01-14 16:22:27,,908032,54125,48615529,b,Edge,Tablet,0
IDRAjNjBL,2017-01-16 09:34:10,465571,653034,71531,555603,e,Edge,Tablet,0
ID4H4hZrO,2017-01-12 15:46:49,3354283,550575,40339,43452411,e,Edge,Tablet,0
ID8pchIvn,2017-01-15 11:36:33,8946231,968251,72276,45646134,c,,Tablet,0
IDYn57MmX,2017-01-20 06:22:18,8004476,419117,63392,24374189,e,Firefox,Mobile,0
IDQfsxLU3,2017-01-13 09:53:41,1492607,66781,1678,16340250,b,Edge,Tablet,0
ID4isd5P5,2017-01-15 09:59:52,4809131,887869,97852,48454212,b,Firefox,Mobile,0
IDzMwz5Dh,2017-01-11 17:05:16,,866671,45620,31388981,a,Edge,Tablet,0
IDDDNBDjk,2017-01-16 16:31:18,118255,69807,14345,555603,b,Edge,,0
IDx3H9Uq0,2017-01-11 14:26:13,7672928,890835,73248,57977218,b,Edge,Tablet,0
IDa9yUt7U,2017-01-11 18:08:44,6736885,21567,40339,1189152,c,IE,Mobile,0
IDZgEKy71,2017-01-13 17:34:52,224669,103249,40339,43452411,b,Firefox,Mobile,0
IDFiW1nqU,2017-01-15 08:29:02,69134,102635,83091,7864011,b,Edge,Tablet,0
IDvgigjTs,2017-01-10 12:19:52,5157449,770743,42227,1436904,a,Firefox,Mobile,0
IDdgB89OO,2017-01-16 14:55:14,8180173,360712,35549,27723861,b,Firefox,Mobile,0
IDn590nDU,2017-01-12 17:52:18,,76133,21380,41631117,e,,Tablet,0
IDgfqVqCt,2017-01-10 17:46:36,8543347,673297,80319,36529598,e,Firefox,Mobile,0
ID9LQnUNZ,2017-01-13 12:46:18,1262882,117195,80554,26391770,b,Firefox,,0
IDAxnxOfm,2017-01-12 18:21:49,7950015,943364,21407,9434818,b,Mozilla,Desktop,0
IDVs8ZdMo,2017-01-14 09:33:52,,599787,73248,43770446,b,Internet Explorer,Tablet,0
IDYw63R89,2017-01-13 14:43:47,1314297,786344,5602,60774669,c,Mozilla Firefox,Desktop,0
ID9ZAPQPt,2017-01-11 18:23:35,9803110,118968,14960,79474990,b,Edge,Tablet,0
IDZLPZjHs,2017-01-16 14:13:48,2931232,180183,82877,54692138,a,Edge,Tablet,0
IDLxtMwok,2017-01-18 16:16:20,7771301,957367,67419,49384126,e,InternetExplorer,Desktop,0
IDj7T14J7,2017-01-13 12:27:15,4112284,149056,80554,57977218,e,Mozilla,Desktop,0
ID22oXlJB,2017-01-13 16:04:14,7736446,40633,82877,38492160,e,Chrome,Desktop,0
ID5VL72TG,2017-01-15 13:52:14,,582655,54916,12817537,e,Opera,Mobile,0
ID32sal9K,2017-01-17 08:54:09,9800939,155975,54916,7864011,c,Internet Explorer,,0
IDAFX38Hw,2017-01-14 14:13:32,4786066,382119,34670,49554217,a,Mozilla Firefox,Desktop,0
IDBSPBXHe,2017-01-14 08:28:02,3380688,921333,17714,2050923,a,Edge,Tablet,0
IDumrSMS1,2017-01-12 18:18:41,434897,4251,1678,76464134,d,InternetExplorer,Desktop,0
ID2B06CQR,2017-01-10 14:46:37,4544644,552521,82396,51854755,b,Edge,Tablet,0
IDqqVw6v0,2017-01-17 17:42:35,7555264,916977,92704,30860214,e,Edge,Tablet,0
IDZUZrifS,2017-01-18 11:18:48,4126246,193374,40339,37135965,a,Google Chrome,Mobile,0
IDBh5VW83,2017-01-12 09:35:27,5906244,656269,73362,86289887,a,Mozilla Firefox,Desktop,0
IDl4UwqSW,2017-01-11 12:15:56,931237,556879,5602,76683174,b,Google Chrome,Mobile,0
IDcJmACOl,2017-01-10 08:23:08,856510,126157,904,26391770,b,InternetExplorer,Desktop,0
IDcHWIUZx,2017-01-11 17:06:51,1999074,6413,42227,49384126,a,Safari,Tablet,0
IDy015ncU,2017-01-12 15:08:21,8912206,169784,82396,26461535,a,Edge,Tablet,0
IDWdWaDS9,2017-01-13 09:58:17,6741555,201977,33638,29916445,a,Mozilla Firefox,Desktop,0
IDXkdxDu6,2017-01-17 05:32:13,1920727,771490,5602,42073648,a,Edge,Tablet,0
IDccJGvy1,2017-01-14 11:33:58,9308773,262386,82877,38492160,b,InternetExplorer,Desktop,0
IDSsfvT0N,2017-01-16 13:31:28,6803469,869305,35368,29624796,b,Edge,Tablet,0
IDr9B1rvM,2017-01-18 09:08:05,4567479,556430,835,26551485,a,Firefox,,0
IDQmZIgoc,2017-01-18 10:52:34,1439115,364015,48430,39772159,a,Internet Explorer,Tablet,0
ID4WwHyGq,2017-01-14 14:17:22,6133466,232430,42227,79055697,a,Edge,Tablet,0
IDIcgMaSE,2017-01-14 12:29:24,,554064,95113,65017662,b,Google Chrome,Mobile,0
IDWS7a72v,2017-01-20 21:23:27,2887748,394218,30580,67147700,c,Google Chrome,Mobile,1
IDSGhzp5F,2017-01-17 10:52:49,7841213,725198,99914,26391770,c,Edge,Tablet,0
IDhq98umr,2017-01-19 11:52:43,,678427,34670,1569330,a,Firefox,Mobile,0
ID4hapBng,2017-01-14 15:00:41,5748428,144864,42227,18243870,b,Mozilla,Desktop,0
IDjRgQj7e,2017-01-10 11:40:53,5234174,921941,97863,56008048,b,Firefox,Mobile,0
IDdp1PEqQ,2017-01-15 17:06:57,,953968,17714,61682792,b,Google Chrome,Mobile,0
IDqWmzPL3,2017-01-19 14:26:22,5805833,423708,14960,78406516,b,Mozilla,Desktop,0
IDk7Gh8SK,2017-01-11 19:28:24,1979028,103249,40339,43452411,b,Mozilla Firefox,,0
IDdKTf57i,2017-01-12 17:51:53,5152319,755012,64452,38179337,c,Google Chrome,Mobile,1
ID83baGzz,2017-01-14 15:40:27,4653829,504402,40339,1436904,a,Google Chrome,,0
IDzUT77kK,2017-01-16 15:19:24,3253690,158820,71531,555603,a,Firefox,Mobile,0
IDzW1rSqm,2017-01-15 10:32:07,4847304,647679,45287,91553313,b,Firefox,,0
IDNSfICCr,2017-01-14 12:52:55,396018,891183,6906,99510044,a,Edge,Tablet,0
IDjqo6dFr,2017-01-17 12:27:11,2414901,691408,74263,26391770,b,Firefox,,0
IDtRvazTo,2017-01-15 15:21:26,7450684,702838,26966,7122654,b,Firefox,Mobile,0
IDmptpg38,2017-01-18 17:57:08,9549332,659418,15912,51545768,e,Firefox,Mobile,0
IDqLg3GGa,2017-01-14 15:25:30,7156415,292285,33638,67290861,f,InternetExplorer,,0
IDtizSliF,2017-01-13 11:36:21,1359189,907276,48498,555603,e,Firefox,Mobile,0
IDoDjpfNX,2017-01-20 11:16:56,2473364,3911,26162,555603,b,Firefox,Mobile,0
IDwPCy940,2017-01-17 12:43:08,5735325,743424,33638,48615529,a,Edge,Tablet,0
IDR04qiZP,2017-01-16 12:42:37,,562039,45620,31388981,c,Google Chrome,Mobile,0
IDPdAEzqc,2017-01-16 10:19:57,1890019,554407,17714,74363610,a,Firefox,,0
IDbROIdfq,2017-01-11 08:20:40,5627341,744124,92704,95441506,a,Google Chrome,Mobile,0
IDyamlDBt,2017-01-12 08:20:29,7094515,180433,42227,96823930,d,Edge,Tablet,0
IDordL4Ky,2017-01-12 20:14:13,3889395,718922,904,74363610,d,Mozilla Firefox,Desktop,0
IDkupBZhi,2017-01-20 16:56:47,1868747,722867,1678,93157824,c,Google Chrome,Mobile,0
IDeg40tgj,2017-01-13 17:26:36,9400747,482906,1678,28553354,b,Firefox,Mobile,0
IDTgv3yWJ,2017-01-17 11:04:05,3998983,227788,42227,73900798,a,Mozilla,Desktop,0
IDyRGkGjG,2017-01-18 12:01:03,201461,419989,27655,21416560,a,Google Chrome,Mobile,0
IDH7tzmyY,2017-01-14 08:40:25,3026415,262862,53956,91374390,a,Mozilla,Desktop,0
IDfYYeNQq,2017-01-13 09:19:30,,823680,42227,49384126,a,Firefox,Mobile,0
IDyWzFokd,2017-01-19 09:35:53,2008462,245435,33033,87807327,a,Edge,Tablet,0
IDUaUIIWp,2017-01-18 17:41:19,6449720,925635,20665,91553313,e,Firefox,Mobile,0
ID8Vvfuvg,2017-01-18 02:20:49,9262098,284246,80524,60188064,a,Chrome,Desktop,0
IDUMfdrdf,2017-01-16 07:50:45,7750860,640487,10345,26461535,b,Mozilla,Desktop,0
IDr58lIzs,2017-01-10 18:10:29,7821662,151444,61982,99684291,b,Edge,,0
IDzbIGmc8,2017-01-14 11:41:51,5287560,379814,92704,95441506,f,Firefox,Mobile,0
IDq6tTekM,2017-01-17 12:31:12,6974280,334384,13412,77318092,d,Mozilla,Desktop,0
IDHBXWmvj,2017-01-11 10:21:34,644238,688494,84987,74868704,d,Firefox,Mobile,0
IDxjkD8aZ,2017-01-18 14:32:18,7591702,614142,42227,32738053,c,Firefox,Mobile,0
IDx5CD5SY,2017-01-13 16:37:34,1541629,913797,54916,43526789,b,Firefox,Mobile,0
IDG83KbL9,2017-01-16 10:06:05,,451624,21407,17488931,a,IE,Mobile,0
ID2mOHwbd,2017-01-11 19:56:06,3331694,696051,49810,17488931,b,InternetExplorer,Desktop,0
IDorqUwcW,2017-01-15 14:04:33,7893702,589640,48498,55358028,a,,,0
IDgvD4U0J,2017-01-14 10:13:07,811895,942311,34670,41475976,b,Mozilla,Desktop,0
IDkC0xo0B,2017-01-14 07:49:19,,397441,17714,74363610,b,Firefox,Mobile,0
IDYJDWxJJ,2017-01-10 18:09:03,3195572,292020,84144,29624796,c,Edge,Tablet,0
IDQLCefne,2017-01-11 05:46:32,2052170,849690,20322,54526992,a,Edge,Tablet,0
IDFoeiTjm,2017-01-17 16:34:01,9092465,818450,93286,27723861,d,Internet Explorer,Tablet,0
IDABd2HB9,2017-01-18 17:33:52,5250101,525154,9764,37017006,f,InternetExplorer,Desktop,0
IDGXmEDFy,2017-01-17 15:02:40,1191664,248231,41706,4000296,f,Firefox,Mobile,0
IDr9f5tXM,2017-01-17 17:31:13,3808030,806604,46450,47079934,b,Mozilla,Desktop,0
IDBxX2C85,2017-01-20 17:09:25,7709863,483521,9764,30860214,b,Edge,Tablet,0
ID2GFHAaP,2017-01-15 04:52:16,7720094,328284,21407,80645978,a,Edge,Tablet,0
IDnscBOIy,2017-01-18 10:22:31,8067155,343274,6906,99510044,e,Firefox,Mobile,0
IDhAZRV3r,2017-01-14 09:27:49,8109516,7029,62809,29916445,a,InternetExplorer,Desktop,0
IDcMyhFaN,2017-01-11 11:19:33,8169805,881852,5602,76683174,b,Edge,Tablet,0
ID28ttp7R,2017-01-12 11:45:11,8956254,240801,80554,61940782,c,,Tablet,0
ID1ASbod5,2017-01-13 17:03:38,,351552,84144,47079934,b,Firefox,Mobile,0
IDyBle3d0,2017-01-12 18:21:22,,978986,54343,30349169,a,InternetExplorer,Desktop,0
IDvtRvlgs,2017-01-15 11:46:05,5915087,614879,9764,25354302,b,,Mobile,0
IDdovb6gy,2017-01-17 13:54:51,5017182,531631,74263,26391770,b,Mozilla,Desktop,0
IDWBkjB4J,2017-01-11 16:57:24,9948734,887851,42227,43770446,b,Firefox,Mobile,0
IDIjVZbq8,2017-01-11 14:50:12,,862498,40339,47079934,a,Google Chrome,,0
IDxw3AWRV,2017-01-20 10:08:15,8688766,749961,59164,26391770,b,Edge,Tablet,0
ID2zX3H2V,2017-01-11 16:23:47,1949219,693727,904,29916445,b,Mozilla Firefox,Desktop,0
IDqF55gl5,2017-01-11 19:14:52,9972275,29535,89522,47079934,b,Firefox,Mobile,0
IDTYN7zuO,2017-01-20 13:54:01,4488906,257665,10345,33683592,f,Edge,Tablet,0
IDEljTx5S,2017-01-11 10:04:33,3159654,699529,97863,3156697,c,Firefox,,0
IDSqZGvPJ,2017-01-12 16:54:20,8635209,529440,70191,48626108,f,InternetExplorer,Desktop,0
IDmnG20Qm,2017-01-15 13:11:31,4782754,586146,26962,77896159,b,Mozilla Firefox,Desktop,0
ID00Jdmia,2017-01-18 09:52:48,4400163,233202,43897,46997962,b,InternetExplorer,Desktop,1
IDnNJVc74,2017-01-12 14:48:57,5417874,835504,904,16340250,b,Edge,Tablet,0
IDwAHni9S,2017-01-18 17:50:40,7268210,277827,42227,49384126,b,,Mobile,0
IDMJKg9LW,2017-01-12 18:34:13,7779623,531999,26162,56464503,b,Edge,Tablet,0
IDzH8cTas,2017-01-15 08:11:03,1380365,168084,41706,4000296,b,Mozilla,Desktop,0
ID28aWbSi,2017-01-11 19:00:33,3433075,891290,6906,98830533,b,Edge,Tablet,0
IDRe9wDez,2017-01-17 11:02:20,4658656,265184,64452,92640312,b,Firefox,Mobile,0
IDyzqh57U,2017-01-16 08:37:54,2572347,316911,95113,92640312,c,Firefox,Mobile,0
IDCPmdjNQ,2017-01-10 17:58:07,1145717,298361,30580,74363610,c,Firefox,,0
IDVtBkroO,2017-01-20 04:53:38,2729936,192865,84987,74868704,a,Edge,Tablet,0
IDMAlLXdN,2017-01-11 18:46:54,7238068,741624,17714,27723861,f,Edge,Tablet,0
IDrty8MMx,2017-01-18 15:16:16,5801012,310429,6906,71165566,b,Edge,Tablet,0
ID7nUhqpy,2017-01-16 12:36:10,9245480,478702,17714,74363610,e,IE,,0
IDYcji4I0,2017-01-17 07:34:12,2354254,741511,25491,16150900,b,Mozilla,Desktop,0
IDkIwprdC,2017-01-20 15:53:40,1249650,355378,1907,41631117,b,IE,Mobile,0
IDxZldggU,2017-01-20 14:16:39,,790046,68947,54526992,a,Mozilla,Desktop,0
IDWV6maik,2017-01-15 22:17:01,6609627,661515,45620,31388981,d,InternetExplorer,Desktop,1
IDijZq43q,2017-01-13 17:43:15,4895704,942522,73248,1436904,b,Firefox,Mobile,0
IDkLzL0wZ,2017-01-20 09:38:20,9652548,682949,8675,18243870,b,Edge,Tablet,0
IDK7XQHsD,2017-01-14 14:06:13,1944747,784341,17714,74363610,b,Google Chrome,,0
ID9MIlI3r,2017-01-15 08:40:54,,466672,73248,57977218,e,Firefox,Mobile,0
ID7qRuZBC,2017-01-14 14:15:38,1043601,66002,82129,15323720,a,Firefox,,0
IDnIuKjle,2017-01-14 05:33:47,9556844,407217,40339,13742268,b,Firefox,Mobile,0
IDpGMaOkg,2017-01-16 10:41:18,6434669,770391,98552,65017662,b,Firefox,Mobile,0
IDLIk6t6P,2017-01-16 12:04:36,3918766,352037,30580,65017662,f,,Mobile,0
ID05NJXte,2017-01-10 12:27:19,2167542,627315,48498,93157824,e,Firefox,Mobile,0
IDkMyBocp,2017-01-16 06:10:41,4836001,296434,25491,74868704,b,Mozilla,Desktop,0
IDnWb4yKU,2017-01-13 12:20:04,5016767,490639,97863,3156697,a,Firefox,Mobile,0
ID0wmeorR,2017-01-11 16:04:29,3502651,823787,989,74868704,c,InternetExplorer,Desktop,1
IDS4xoQrh,2017-01-20 12:11:51,1790893,535889,97863,87807327,c,,Mobile,1
IDOMSJZou,2017-01-19 07:10:57,6951266,69469,60316,26391770,b,Edge,Tablet,0
IDurHmjtN,2017-01-10 17:27:58,9403755,349447,47327,42296429,c,Firefox,Mobile,0
IDf3QBU36,2017-01-10 15:21:06,8831492,948364,1678,51884201,a,Edge,Tablet,0
IDWMq60TR,2017-01-12 18:48:51,4641253,283514,34670,87807327,f,IE,Mobile,0
ID2flf1GH,2017-01-20 10:59:39,8633544,42926,10345,26461535,e,Edge,Tablet,0
IDpISlrgs,2017-01-10 13:46:44,6956154,940618,21407,59651778,a,Mozilla,Desktop,0
IDCCwJxgK,2017-01-11 15:30:37,9372810,874060,6906,99510044,b,Edge,,0
IDJI7rCSQ,2017-01-19 12:48:51,1825726,359588,40339,43452411,a,Google Chrome,Mobile,0
IDHhEBCOg,2017-01-11 16:46:36,5350544,658094,6906,98830533,c,InternetExplorer,,1
IDPCR6nZD,2017-01-11 07:30:59,4800985,482767,17714,26391770,f,Firefox,,0
IDKKZ0R2t,2017-01-14 09:41:55,4393553,421793,6906,99510044,b,Mozilla Firefox,Desktop,0
IDp0uaOSh,2017-01-17 17:30:26,,339320,73248,57977218,b,Mozilla,Desktop,0
IDXcTuzgP,2017-01-11 13:45:47,790305,523970,94232,29624796,a,Firefox,Mobile,0
ID30Wl79J,2017-01-14 10:35:00,6778959,394139,21407,59584425,c,Google Chrome,Mobile,1
IDkP5aAYD,2017-01-20 15:54:06,7191834,575884,50088,56546102,e,Firefox,Mobile,0
ID0jV2pvW,2017-01-20 13:24:13,5526515,322596,34670,41475976,b,InternetExplorer,Desktop,0
IDJ8tseaH,2017-01-15 12:25:03,1247926,294021,30580,67147700,a,Mozilla,,0
IDIf4g7Mc,2017-01-16 11:57:40,1702818,220018,17714,26391770,b,Firefox,Mobile,0
IDRMOGYFs,2017-01-18 10:02:14,4224448,711646,6747,82074487,f,Mozilla Firefox,Desktop,0
IDVhJLC5Z,2017-01-12 16:58:03,,678779,64452,87726715,b,Edge,Tablet,0
ID3OhEHzj,2017-01-19 16:55:39,8813595,265476,64452,38904121,b,Mozilla Firefox,Desktop,0
ID76RAfK9,2017-01-12 16:33:30,5417874,793197,20322,79474990,b,Google Chrome,Mobile,0
IDXT1m6EW,2017-01-11 13:51:36,,317924,12211,17670416,b,IE,Mobile,0
IDCWhxc5a,2017-01-20 21:46:30,3696590,24248,89522,26461535,a,Edge,Tablet,0
IDeWyGQH0,2017-01-13 16:14:01,98480,171671,40339,37135965,e,Mozilla,,0
IDgkKkANe,2017-01-15 06:04:49,8896401,914857,33638,555603,b,Opera,Mobile,0
IDcvpcZgm,2017-01-13 08:06:20,7854010,883871,36768,74363610,c,Chrome,Desktop,0
IDX3zNBpk,2017-01-17 11:31:44,9688010,476599,6906,99510044,b,Firefox,Mobile,0
IDedxfJjg,2017-01-16 11:07:32,3549616,247723,54916,87903766,a,Firefox,Mobile,0
IDLfslD4L,2017-01-14 14:02:33,3127582,491418,33287,23341324,d,Google Chrome,Mobile,0
ID5zojeUV,2017-01-16 10:41:36,2627839,249617,33033,36994522,f,Edge,Tablet,0
IDdHTtwq2,2017-01-18 13:22:33,,469079,93286,26989642,b,Firefox,Mobile,0
IDpBYUsk8,2017-01-16 10:26:01,3473032,109427,82877,38492160,d,Edge,Tablet,0
IDyDeXiCD,2017-01-20 10:06:07,4877477,539345,30580,67147700,d,Firefox,Mobile,0
ID3trskbZ,2017-01-14 03:47:46,4779220,416404,904,74363610,b,Mozilla,Desktop,0
ID10W4Zg8,2017-01-20 22:56:18,1458095,502672,64452,92640312,b,Edge,Tablet,0
IDQyPj6Gn,2017-01-14 13:16:38,3712759,593725,61208,91553313,b,Mozilla,Desktop,0
ID1SewPxs,2017-01-14 07:53:01,450976,291631,5194,29998365,c,InternetExplorer,Desktop,1
ID8XECz7Y,2017-01-20 15:40:48,4534600,982724,45620,31388981,a,Chrome,,0
IDH6RkmJK,2017-01-11 05:40:03,2333776,382869,40339,43452411,e,Chrome,Desktop,0
IDcGXDVwJ,2017-01-10 17:42:26,4547140,485843,73248,49384126,a,Edge,,0
IDA6Sy5n6,2017-01-18 16:42:54,3366268,639573,95113,65017662,b,Edge,Tablet,0
IDdK9Di5L,2017-01-18 13:43:36,3910388,798891,45620,31388981,c,InternetExplorer,Desktop,1
IDB2KQBnt,2017-01-15 13:24:04,6277167,86205,67817,7165127,e,Firefox,Mobile,0
IDWmAY819,2017-01-17 13:34:18,1399120,655046,40339,7122654,a,Internet Explorer,Tablet,0
IDLhIxZ9l,2017-01-17 13:22:13,8848174,511539,80554,61940782,d,Edge,Tablet,0
IDz0aP48p,2017-01-17 12:52:16,6178732,177660,73248,83960204,a,Mozilla Firefox,Desktop,0
IDw8gvCCp,2017-01-14 12:49:34,7239117,132750,5602,89912524,b,Google Chrome,Mobile,0
IDDfByQI8,2017-01-11 18:47:27,6896094,547384,6906,99510044,b,Firefox,Mobile,0
IDOC0G2K9,2017-01-11 17:19:56,6808563,735244,904,29916445,b,Mozilla Firefox,Desktop,0
IDA48eoRm,2017-01-10 12:52:08,6958112,289355,82396,26461535,e,Firefox,Mobile,0
IDyJiGVje,2017-01-15 11:39:03,5500175,532858,74263,27723861,b,Firefox,,0
ID1GESWsH,2017-01-17 12:59:12,5465333,983137,54916,7864011,a,Opera,Mobile,0
IDAk8lOY6,2017-01-17 15:53:46,2957965,334303,9764,95013373,c,Firefox,,0
ID2B5fv4o,2017-01-18 07:51:56,8681280,209351,13255,68490856,e,Firefox,Mobile,0
IDTjtU7Jg,2017-01-18 18:12:58,,953395,80319,15961717,d,InternetExplorer,Desktop,1
IDNSrOeHV,2017-01-13 16:12:43,1308469,364273,42227,99558603,f,Edge,Tablet,0
IDxtw5aZC,2017-01-20 13:16:47,8163225,359588,40339,43452411,b,Mozilla,Desktop,0
IDoUf2I6T,2017-01-14 03:26:12,3898289,759492,2053,63492765,a,Firefox,Mobile,0
IDmC30Jdo,2017-01-19 11:48:23,9612081,974049,13412,77318092,a,Google Chrome,,0
IDrlUuc8B,2017-01-14 15:13:15,1309215,652906,6906,99510044,a,IE,Mobile,0
IDBHdhoGQ,2017-01-20 12:26:17,7988222,783225,12211,17990842,b,Edge,Tablet,0
IDuhlBmwF,2017-01-18 13:16:12,9443746,327794,54916,12817537,b,Google Chrome,,0
IDbwdKO3G,2017-01-19 13:46:01,9353505,174550,17714,61682792,b,Firefox,Mobile,0
IDaF8BGaf,2017-01-14 14:21:40,6398825,559432,8467,37135965,a,Edge,,0
IDEkYZnTj,2017-01-20 11:31:46,6078544,37483,96313,31261303,d,Edge,,0
IDAvIpPwN,2017-01-14 13:25:39,175725,227264,17714,74363610,d,Google Chrome,Mobile,0
IDtPB7OfT,2017-01-11 17:45:47,8963547,386806,64452,24253882,d,Chrome,Desktop,1
ID7Zxmk1A,2017-01-12 18:14:40,6465159,793489,48498,81968512,b,Opera,Mobile,0
IDSR3aOGX,2017-01-11 14:05:05,,619672,8467,14999030,a,Mozilla,Desktop,0
IDhJPD6aa,2017-01-15 09:09:39,737726,385515,43897,6171136,e,Edge,Tablet,0
IDE2g6Ss2,2017-01-19 14:22:26,8531814,491370,904,26391770,b,Firefox,Mobile,0
IDa0F2WBE,2017-01-11 20:25:54,6634009,83788,6906,71165566,b,Google Chrome,Mobile,0
IDB35DXxO,2017-01-16 17:46:22,,305199,48498,55358028,a,Mozilla Firefox,Desktop,0
IDWuCQJja,2017-01-14 13:23:08,9110397,820597,53956,46997962,b,Chrome,Desktop,0
IDFBPAwOU,2017-01-20 13:33:06,487201,719687,1678,93157824,b,Firefox,Mobile,0
IDWq3aYNI,2017-01-19 16:34:27,5224377,716319,93188,15961717,d,Firefox,Mobile,0
IDmDhI87X,2017-01-17 15:07:42,7666651,96726,30580,67147700,b,Mozilla,Desktop,0
IDdSEUdrQ,2017-01-17 16:22:32,8179042,728804,61341,27723861,f,Edge,Tablet,0
IDGtI6p5K,2017-01-11 10:45:13,329896,267346,63392,20301556,e,Firefox,Mobile,0
IDRCe5PAi,2017-01-10 14:52:44,4714191,167138,42227,43770446,a,Firefox,,0
IDQVdsIH7,2017-01-17 00:33:18,3417874,306791,904,26391770,e,Firefox,Mobile,0
IDFL5hR43,2017-01-16 02:33:15,9715981,547674,26962,77896159,b,Firefox,Mobile,0
IDspHyeQm,2017-01-18 13:14:55,9437029,490137,42227,13742268,f,Firefox,Mobile,0
IDMBLLejG,2017-01-17 13:27:39,2218594,181021,80554,61940782,b,Firefox,Mobile,0
IDJcPdTKb,2017-01-13 07:31:24,,346938,95113,65017662,a,Edge,,0
IDULch0i7,2017-01-20 11:57:58,9685659,627483,12211,58163546,e,Mozilla Firefox,Desktop,0
IDdcMxsXk,2017-01-14 16:27:05,8856661,45049,6906,99510044,f,Firefox,Mobile,0
IDJIo117i,2017-01-11 11:52:32,6313991,753676,17714,74363610,c,Edge,Tablet,0
IDSH4YC9l,2017-01-18 14:49:43,1179644,32183,40339,43452411,f,Firefox,Mobile,0
IDSkJ3SVR,2017-01-18 13:48:36,9822646,608578,62949,81968512,a,Mozilla Firefox,Desktop,0
IDsJbmOYX,2017-01-13 11:49:41,598432,699504,33949,23588197,d,,Tablet,0
IDzo24XPj,2017-01-17 12:04:43,8752994,704238,21407,15961717,b,Mozilla,Desktop,0
IDxDCNo2Z,2017-01-16 10:43:56,6404692,317344,96184,47079934,b,,,0
IDXiNGM6l,2017-01-16 13:43:38,2470646,834742,835,33505809,a,Mozilla,Desktop,0
IDiovBO9e,2017-01-20 10:40:55,8419316,753340,45620,31388981,d,InternetExplorer,Desktop,1
IDZUbBSzt,2017-01-13 02:02:26,905151,952245,96184,22050486,b,Edge,Tablet,0
IDLGwS195,2017-01-19 10:14:37,,131437,42227,18243870,b,Edge,Tablet,0
IDgWzoAPw,2017-01-18 10:45:59,6709949,371072,12211,55358028,f,Edge,Tablet,0
IDCkUm9as,2017-01-13 09:20:47,3573189,325523,40339,21153737,e,Edge,Tablet,0
IDTNfNIE6,2017-01-16 11:37:21,8030544,357177,87732,47079934,b,Edge,Tablet,0
IDTrTOHj6,2017-01-15 12:38:16,8390891,272262,68947,43526789,a,Edge,,0
IDd13ga6R,2017-01-17 10:31:56,7719618,363371,6906,99510044,b,Firefox,Mobile,0
IDQloTBIh,2017-01-14 08:02:53,8450814,390068,8414,15961717,a,Google Chrome,Mobile,0
IDN1nBL5f,2017-01-13 15:46:31,1882600,605159,11837,25497095,b,Firefox,Mobile,0
IDiYeMeId,2017-01-13 14:25:01,6994893,103249,40339,43452411,b,Edge,Tablet,0
IDt9pzfCH,2017-01-11 10:30:10,9595549,41981,34670,87807327,b,Chrome,,0
IDU6SGyz4,2017-01-11 15:57:16,5416611,517780,92704,12817537,a,Firefox,Mobile,0
IDjjmF5XC,2017-01-13 10:49:09,9528260,960116,82877,38492160,b,Mozilla,Desktop,0
ID1xGWN81,2017-01-12 06:32:53,5706451,729187,10345,17777318,d,Google Chrome,Mobile,1
IDwvYxqga,2017-01-17 15:29:37,8328077,402116,82877,2835657,a,InternetExplorer,Desktop,0
IDQ7CgsKx,2017-01-16 17:04:25,4858871,707370,48498,55358028,b,Mozilla,Desktop,0
ID7RjOP6q,2017-01-11 19:29:12,653513,912554,80554,17488931,f,Edge,Tablet,0
IDkaAQuDB,2017-01-15 15:05:19,9819947,852114,41640,74868704,b,Firefox,Mobile,0
IDLATo1gl,2017-01-11 11:15:19,5796404,870950,21407,79474990,e,IE,Mobile,0
ID6Y0dLRd,2017-01-17 14:56:56,384547,444314,95113,65017662,b,Firefox,Mobile,0
IDBSDvpAy,2017-01-16 17:01:35,3182729,312747,73362,72161006,b,Edge,Tablet,0
IDqTaGVx2,2017-01-11 17:06:01,,962218,17714,74363610,a,Google Chrome,,0
IDDEF64Tf,2017-01-16 14:34:08,7311956,804602,5602,55277834,e,Firefox,,0
ID2093Jyw,2017-01-14 15:21:40,3167232,365314,97863,61392274,e,Mozilla,,0
IDSFPYxTH,2017-01-15 08:34:10,6083764,11776,54125,26391770,a,Edge,Tablet,0
IDKdlEAdJ,2017-01-16 17:43:54,1235535,7029,62809,29916445,c,Mozilla,Desktop,0
IDx0fAzGh,2017-01-15 03:19:42,9534279,595813,40339,90276693,b,Edge,Tablet,0
IDk81GrhE,2017-01-19 15:39:00,2110889,494252,14960,47079934,d,Google Chrome,Mobile,1
IDa4hSP4o,2017-01-15 12:40:52,,999023,92902,555603,b,Google Chrome,Mobile,0
IDe2xVnbm,2017-01-19 05:36:08,7434891,685839,10345,72161006,b,IE,Mobile,0
IDcKXsv7P,2017-01-12 09:46:50,,843918,10327,74868704,f,Edge,Tablet,0
ID75bio0g,2017-01-17 10:03:28,5691331,111590,904,58604466,b,Edge,Tablet,0
